date,tx_pos,tx_incid,TO,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,pos_7j
2020-09-18,5.377266319,111.4445438,0.162119415,820.0,5800.0,91544.0,20665.0,99.99999999999999,850.0,754,123,428696.0,19929,13285,74796
2020-09-19,5.455332357,112.4979597,0.163503361,826.9999999999999,5493.0,92289.00000000001,20690.0,73.0,470.0,753,26,442194.0,14234,5203,75503
2020-09-20,5.469966460999999,112.85108489999999,0.16488730700000004,833.9999999999999,5356.0,92552.00000000001,20701.0,24.0,139.0,266,12,452763.0,9460,1805,75740
2020-09-21,5.67587282,114.1995168,0.18030842199999997,912.0,5597.0,92978.0,20754.0,143.0,754.0,440,53,458061.0,8635,15641,76645
2020-09-22,5.932856745,115.2335629,0.186635034,943.9999999999999,5777.0,93508.0,20821.0,130.0,783.0,538,68,468069.00000000006,14358,14223,77339
2020-09-23,6.105966902999999,114.5526421,0.19671806999999997,994.9999999999999,5913.0,93952.0,20864.0,124.0,649.0,459,43,481141.0,11767,12993,76882
2020-09-24,6.223612684,113.04776230000002,0.205812574,1041.0,6012.0,94383.0,20916.0,124.0,613.0,456,53,497236.99999999994,11767,12722,75872
2020-09-25,6.316275248,111.5503324,0.21589561099999996,1092.0,6110.0,94860.00000000001,20971.0,129.0,661.0,496,56,513034.00000000006,11767,12280,74867
2020-09-26,6.331191053,110.9513604,0.218465797,1105.0,6154.0,95272.0,21010.0,89.0,503.0,422,41,527446.0,11767,4801,74465
2020-09-27,6.329290286999999,110.3285488,0.219849743,1112.0,6235.0,95395.00000000001,21037.0,47.0,241.0,126,27,538569.0,9584,1387,74047
2020-09-28,6.311045314,107.4707672,0.22894424700000002,1158.0,6397.0,95743.00000000001,21118.0,137.0,619.0,356,81,542639.0,11767,13723,72129
2020-09-29,6.31575938,105.3326459,0.236852511,1198.0,6482.0,96296.00000000001,21177.0,165.0,698.0,565,59,550690.0,14358,12788,70694
2020-09-30,6.435652535,105.83774909999998,0.24357453500000004,1232.0,6572.0,96766.0,21240.0,135.0,650.0,482,64,563535.0,11767,13332,71033
2020-10-01,6.666465619,108.6925507,0.248912614,1259.0,6634.0,97240.0,21303.0,142.0,626.0,485,63,577505.0,11767,14638,72949
2020-10-02,7.040526121,114.5288024,0.251087386,1270.0,6740.0,97747.00000000001,21350.0,120.0,721.0000000000001,527,48,589653.0,11767,16197,76866
2020-10-03,7.227735047,118.1420039,0.254843812,1289.0,6740.0,98199.00000000001,21393.0,102.99999999999999,532.0,463,49,606625.0,11767,7226,79291
2020-10-04,7.271097195000001,119.027052,0.263938316,1335.0,6964.0,98343.00000000001,21425.0,91.0,418.0,148,32,619190.0,9584,1981,79885
2020-10-05,7.877901696,130.5282076,0.278568604,1409.0,7276.0,98649.0,21494.0,152.0,710.0,316,70,624274.0,10633,21442,87604
2020-10-06,8.376785561,140.7718201,0.280150257,1417.0,7377.0,99264.0,21556.0,168.0,829.0,636,65,634763.0,14330,19663,94479
2020-10-07,8.858202674,151.7917121,0.277975484,1406.0,7514.0,99762.0,21636.0,143.0,789.0,545,80,653509.0,12919,20728,101875
2020-10-08,9.258372237,163.5819238,0.280347964,1418.0,7603.0,100275.0,21712.0,114.0,711.0,524,76,671638.0,12919,22551,109788
2020-10-09,9.536777233,175.3229662,0.284499802,1439.0,7843.000000000001,100797.0,21774.0,150.0,848.0,534,61,691977.0,12919,24077,117668
2020-10-10,9.682146884,181.4184744,0.287860815,1456.0,7976.0,101280.00000000001,21828.0,110.0,694.0,495,54,718873.0,15608,11317,121759
2020-10-11,9.730244995,183.26902949999996,0.293198893,1483.0,8231.0,101460.0,21874.0,73.0,503.0,184,46,734974.0,9162,3223,123001
2020-10-12,10.12630816,198.5681441,0.304270463,1539.0,8671.0,101868.00000000001,21969.0,171.0,976.0,417,96,743479.0,10314,31709,133269
2020-10-13,10.38034524,211.8736655,0.322854883,1633.0,8928.0,102649.0,22053.0,226.0,1168.0,802,87,756472.0,17824,28593,142199
2020-10-14,10.489661319999998,223.90376400000002,0.328983788,1664.0,9173.0,103382.00000000001,22157.0,192.99999999999997,1133.0,755,104,779063.0,17824,28802,150273
2020-10-15,10.644276370000002,238.0183445,0.344207197,1740.9999999999998,9584.0,104051.00000000001,22245.0,219.0,1207.0000000000002,687,88,809684.0,17824,32024,159746
2020-10-16,10.828071109999998,252.2238138,0.354092527,1791.0,10021.0,104665.00000000001,22367.0,211.99999999999997,1225.0,637,122,834770.0,17824,33611,169280
2020-10-17,10.89595474,258.1420143,0.369315935,1867.9999999999998,10399.0,105163.00000000001,22456.0,175.0,986.0,506,89,867197.0,15608,15289,173252
2020-10-18,10.93590503,260.3501647,0.38335310400000006,1938.9999999999998,10897.0,105400.00000000001,22541.0,147.0,835.0,245,85,897034.0,13322,4705,174734
2020-10-19,11.44345516,280.5691932,0.413206801,2090.0,11640.0,105904.00000000001,22687.0,269.0,1424.0,517,146,910277.0,16689,45280,188304
2020-10-20,12.10224021,304.0617078,0.428627916,2168.0,12435.0,106808.0,22849.0,278.0,1943.0,923,163,930744.9999999999,19204,44360,204071
2020-10-21,12.80565175,330.8187686,0.442665085,2239.0,13162.0,107621.0,23012.0,284.0,1754.0,825,166,957421.0,17979,46760,222029
2020-10-22,13.48941157,359.2818565,0.456702254,2310.0,14009.0,108568.00000000001,23174.0,262.0,1998.0,973,165,999043.0000000001,19204,51127,241132
2020-10-23,14.19076659,391.7127611,0.480822459,2432.0,14985.0,109455.00000000001,23358.0,299.0,2091.0,907,184,1041075.0,21631,55376,262898
2020-10-24,14.51960027,406.40843379999995,0.492487149,2491.0,15637.0,110291.0,23495.0,233.0,1667.0000000000002,845,138,1086497.0,18510,25152,272761
2020-10-25,14.60755332,410.32112119999994,0.509094504,2575.0,16454.0,110629.00000000001,23611.0,191.0,1298.0,344,116,1138507.0,12833,7331,275387
2020-10-26,15.32240079,445.2879718,0.545867932,2761.0,17761.0,111316.00000000001,23868.0,357.0,2314.0,712,258,1165278.0,8819,68748,298855
2020-10-27,15.720057420000002,470.8634784,0.575128509,2909.0,18955.0,112685.0,24156.0,431.0,2988.0,1407,292,1198695.0,27854,61525,316020
2020-10-28,15.87946353,486.013595,0.600237248,3036.0,20184.0,113946.00000000001,24400.0,372.0,2821.0,1304,244,1235132.0,27749,56927,326188
2020-10-29,15.8838914,493.535014,0.622182681,3147.0,21160.000000000004,115256.0,24635.0,395.0,2607.0,1364,250,1282769.0,27749,56175,331236
2020-10-30,15.82690472,498.30146010000004,0.66587584,3367.9999999999995,22153.000000000004,116502.0,24890.0,421.99999999999994,2563.0,1293,256,1331984.0,27347,58575,334435
2020-10-31,15.77874036,499.9821575,0.680703836,3443.0,23013.0,117563.00000000001,25113.0,339.0,2274.0,1125,224,1367625.0,27897,26280,335563
2020-11-01,15.762704530000002,499.4472547,0.705614868,3568.9999999999995,24008.000000000004,118196.00000000001,25344.0,289.0,1883.0,651,231,1413915.0,14598,6972,335204
2020-11-02,15.73595303,501.4617076,0.7356662709999999,3721.0,25120.0,119073.0,25760.0,430.0,2547.0,924,418,1466433.0,23268,70100,336556
2020-11-03,15.591227510000001,497.857446,0.764926849,3868.9999999999995,26242.000000000004,120683.0,26186.000000000004,469.0,3311.0,1667,430,1502763.0,29687,59106,334137
2020-11-04,15.37128625,487.7211121000001,0.806642942,4080.0,27511.0,122631.00000000001,26571.0,540.0,3681.0,1994,394,1543321.0,32566,50125,327334
2020-11-05,14.99430111,473.96114679999994,0.834519573,4221.0,28403.0,124247.0,26934.0,447.0,2989.0,1688,367,1601367.0,29687,46940,318099
2020-11-06,14.50425526,453.75403810000006,0.854290233,4321.0,28955.000000000004,126297.99999999999,27332.0,434.0,3140.0,2100,405,1661853.0,32566,45014,304537
2020-11-07,14.25247867,441.3320749,0.871886121,4410.0,29396.0,127907.00000000001,27636.0,393.99999999999994,2458.0,1663,306,1748705.0,29383,17943,296200
2020-11-08,14.19877717,437.46855680000004,0.8950177939999999,4527.0,30217.0,128582.99999999999,27905.999999999996,323.0,1814.0,693,271,1787324.0000000002,24519,4379,293607
2020-11-09,13.46522273,404.0185058,0.9246737839999999,4677.0,31098.0,129704.0,28454.0,484.0,2670.0,1162,551,1807479.0000000002,22124,47650,271157
2020-11-10,12.632182299999998,371.71424959999996,0.9363384740000001,4736.0,31476.999999999996,131889.0,28919.999999999996,472.0,3168.0,2251,472,1829659.0000000002,32566,37425,249476
2020-11-11,12.11439838,305.0465846,0.9468169239999998,4789.0,31918.0,133665.0,29247.999999999996,351.0,2588.0,1826,329,1865537.9999999998,27786,5381,204732
2020-11-12,11.59914333,289.5373828,0.9655990510000001,4884.0,32654.0,134923.0,29673.0,385.99999999999994,2371.0,1254,418,1898710.0,33172,36531,194323
2020-11-13,11.05580877,265.5680746,0.966192171,4887.0,32676.0,137124.0,30129.0,473.00000000000006,2841.0,2266,467,1922504.0000000002,23794,28927,178236
2020-11-14,10.816067,255.22761340000002,0.95986556,4855.0,32467.999999999996,139110.0,30482.999999999996,327.0,2202.0,2026,359,1954599.0,32095,11003,171296
2020-11-15,10.76412002,252.7423268,0.9648082249999999,4880.0,33050.0,139779.0,30785.000000000004,270.0,1574.0,685,302,1981826.9999999998,27227,2711,169628
2020-11-16,10.19516011,226.9790827,0.969355476,4903.0,33466.0,140849.0,31291.0,366.0,2065.0,1117,508,1991233.0,9406,30359,152337
2020-11-17,9.722898772,203.720495,0.956504547,4838.0,33139.0,143121.0,31719.0,382.0,2513.0,2326,437,2036755.0,45522,21815,136727
2020-11-18,9.548323637,221.5838651,0.9408857260000001,4759.0,32811.0,145360.0,32144.0,361.0,2435.0,2294,427,2065138.0000000002,28383,17370,148716
2020-11-19,8.950349444,192.246159,0.91676552,4637.0,32313.999999999996,147538.0,32573.0,311.0,2221.0,2230,436,2086288.0,21150,16841,129026
2020-11-20,8.412516294,173.3755623,0.902728351,4566.0,31875.000000000004,149490.0,32954.0,264.0,1968.0,1970,385,2109170.0,22882,16261,116361
2020-11-21,8.185506058,167.7911173,0.8882957689999998,4493.0,31364.999999999996,151146.0,33207.0,220.0,1515.0,1687,276,2127051.0,17881,7255,112613
2020-11-22,8.132443525,166.4814249,0.887900356,4491.0,31522.0,151650.0,33421.0,171.0,906.0,513,215,2140208.0,13157,1832,111734
2020-11-23,7.540456151,147.707677,0.8774219059999999,4438.0,31449.000000000004,152561.0,33921.0,244.0,1380.0,960,501,2144660.0,4452,17759,99134
2020-11-24,7.165136243,135.6790684,0.845591143,4277.0,30593.999999999996,154648.0,34374.0,270.0,1786.0,2135,456,2153815.0,9155,13742,91061
2020-11-25,6.898356579,128.6255031,0.817714512,4136.0,29944.000000000004,156521.0,34755.0,258.0,1676.9999999999998,1928,384,2170097.0,16282,12636,86327
2020-11-26,6.696674973,122.20666930000002,0.792012653,4006.0,29282.000000000004,158205.0,35094.0,192.0,1460.0,1729,340,2183660.0,13563,12533,82019
2020-11-27,6.513583845,116.5462353,0.765322262,3871.0,28620.0,159884.0,35487.0,205.99999999999997,1471.0,1720,396,2196119.0,12459,12463,78220
2020-11-28,6.439862216,114.7940188,0.744365362,3765.0,28139.0,161106.0,35700.0,122.0,976.0,1237,213,2208699.0,12580,6079,77044
2020-11-29,6.426601882,114.4602633,0.7402135230000001,3744.0,28284.0,161396.0,35898.0,101.99999999999999,652.0,306,198,2218483.0,9784,1608,76820
2020-11-30,6.392255822999999,111.64271109999999,0.73922499,3738.9999999999995,28229.0,162250.0,36304.0,195.99999999999997,1257.0,888,408,2222488.0,4005,15867,74929
2020-12-01,6.360912732,109.644648,0.7105575329999999,3594.0,27611.000000000004,163998.0,36667.0,234.0,1572.0,1768,365,2230571.0,8082,12401,73588
2020-12-02,6.341524006,108.0190798,0.6876235669999999,3478.0,26986.0,165532.0,36976.0,161.0,1253.0,1549,312,2244635.0,14064,11545,72497
2020-12-03,6.33401652,107.2889896,0.675168051,3415.0,26675.000000000004,166909.0,37300.0,184.0,1450.0,1403,326,2257331.0,12696,12043,72007
2020-12-04,6.331983948,107.4394776,0.649070779,3283.0,26283.0,168321.0,37582.0,165.0,1400.0,1434,284,2268552.0,11221,12564,72108
2020-12-05,6.338968787,108.19042749999998,0.636615263,3220.0,26040.000000000004,169327.0,37796.0,125.0,1019.0,1041,216,2281475.0,12923,6583,72612
2020-12-06,6.337893211,108.4079646,0.634638197,3210.0,26262.000000000004,169555.0,37970.0,100.99999999999999,627.0000000000001,236,175,2292497.0,11022,1753,72758
2020-12-07,6.351082192,109.7012672,0.630288652,3188.0,26333.0,170254.0,38336.0,202.99999999999997,1206.0,706,366,2295908.0,3411,16736,73626
2020-12-08,6.292902117999999,110.9692402,0.608540925,3078.0,25882.000000000004,171837.0,38713.0,214.0,1597.0,1620,380,2309621.0,13713,13252,74477
2020-12-09,6.260019621999999,112.7557262,0.599248715,3031.0,25526.000000000004,173216.0,39009.0,170.0,1380.0,1423,296,2324216.0,14595,12744,75676
2020-12-10,6.242408952,115.02198579999998,0.583036773,2949.0,25199.0,174627.0,39301.0,191.0,1445.0,1438,297,2337966.0,13750,13564,77197
2020-12-11,6.177449226,117.2882453,0.568208778,2874.0,24943.000000000004,175860.0,39605.0,180.0,1340.0,1241,306,2351372.0,13406,14084,78718
2020-12-12,6.137580267,119.1715801,0.563661526,2851.0,24948.000000000004,176712.0,39799.0,127.0,1097.0,874,199,2365319.0,13947,7847,79982
2020-12-13,6.124007411999999,119.6096342,0.565638592,2861.0,25207.000000000004,176964.0,39949.0,89.0,669.0,266,150,2376852.0,11533,2048,80276
2020-12-14,6.063188937,124.00805509999999,0.572558323,2896.0,25449.000000000004,177616.0,40320.0,209.99999999999997,1324.0,693,372,2379915.0,3063,19688,83228
2020-12-15,5.88543554,128.0131214,0.567615658,2871.0,25207.000000000004,179056.0,40627.0,210.99999999999997,1562.0,1476,314,2391447.0,11532,15940,85916
2020-12-16,5.571713748,131.9556084,0.561486754,2840.0,25282.000000000004,180280.0,40916.0,220.0,1664.0,1263,292,2409062.0,17615,15389,88562
2020-12-17,5.151953428,135.3944823,0.553183076,2798.0,25149.0,181475.0,41174.0,151.0,1364.0,1233,261,2427316.0,18254,15872,90870
2020-12-18,4.667651915,140.4708441,0.546461052,2764.0,24945.0,182634.0,41429.0,176.0,1285.0,1188,264,2442990.0,15674,17492,94277
2020-12-19,4.368216481,144.6934474,0.537366548,2718.0,24819.0,183540.0,41618.0,123.0,1004.0,916,190,2460555.0,17565,10681,97111
2020-12-20,4.281946648,147.105725,0.542704626,2745.0,24961.000000000004,183775.0,41749.0,91.0,599.0,245,131,2473354.0,12799,3666,98730
2020-12-21,3.797575684,149.4822431,0.541122974,2737.0,25201.000000000004,184433.0,42100.0,179.0,1284.0,689,354,2479151.0,5797,21283,100325
2020-12-22,3.357964136,153.0462753,0.537564255,2719.0,24932.000000000004,186027.0,42481.0,256.0,1783.0,1621,385,2490946.0,11795,18332,102717
2020-12-23,3.0227260200000003,155.1933365,0.534005536,2701.0,24852.0,187241.0,42757.0,199.99999999999997,1426.0,1235,278,2505875.0,14929,16831,104158
2020-12-24,2.8412309409999996,150.8887842,0.522538553,2643.0,24607.000000000004,188608.0,43047.0,187.0,1454.0,1390,292,2527509.0,21634,12983,101269
2020-12-25,2.7252567449999994,126.76600810000001,0.517200474,2616.0,24359.000000000004,189414.0,43206.0,112.0,743.0,808,159,2547771.0,20262,1302,85079
2020-12-26,2.796538382,125.38330669999999,0.521945433,2640.0,24444.0,189687.0,43352.0,100.99999999999999,513.0,289,146,2550864.0,3093,9753,84151
2020-12-27,2.80980842,123.0440381,0.523922499,2650.0,24620.000000000004,189910.0,43525.0,107.0,589.0,239,175,2559686.0,8822,2097,82581
2020-12-28,3.1566000809999997,124.20473250000002,0.53262159,2694.0,24645.000000000004,190691.0,43888.0,229.0,1216.9999999999998,806,364,2562646.0,2960,22062,83360
2020-12-29,3.738989221,126.00313830000002,0.527085805,2666.0,24743.000000000004,191775.0,44272.0,251.0,1627.0,1138,388,2574041.0,11395,19539,84567
2020-12-30,4.497705981,129.529921,0.524317912,2652.0,24560.0,193014.0,44575.0,208.99999999999997,1404.0,1266,304,2600498.0,26457,19198,86934
2020-12-31,5.055752632,133.3576796,0.518979834,2625.0,24407.000000000004,194190.0,44826.0,177.0,1317.0,1188,252,2620425.0,19927,15552,89503
2021-01-01,5.084653548,133.6780253,0.515816528,2609.0,24263.0,194870.0,44959.0,98.99999999999999,677.0,687,133,2639773.0,19348,1517,89718
2021-01-02,5.295904389,139.1134723,0.52036378,2632.0,24458.000000000004,195143.0,45115.0,100.99999999999999,646.0,285,157,2643239.0,3466,13401,93366
2021-01-03,5.341130227999999,140.1877479,0.526888098,2665.0,24780.0,195355.0,45231.0,100.99999999999999,657.0,224,116,2655728.0,12488,2818,94087
2021-01-04,5.622880339,148.7625828,0.525306445,2657.0,24962.0,196006.0,45609.0,246.0,1262.0,672,380,2659750.0,4022,27817,99842
2021-01-05,5.838697722,152.5769316,0.517200474,2616.0,24871.000000000004,197472.0,45954.0,245.0,1747.0,1474,346,2680239.0,20489,22099,102402
2021-01-06,6.126710856,152.995616,0.515421115,2607.0,24708.000000000004,198725.0,46237.0,234.0,1438.0,1265,291,2705618.0,25379,19479,102683
2021-01-07,6.324322194,157.7710018,0.508699091,2573.0,24488.0,200048.0,46513.0,181.0,1441.0,1362,277,2727321.0,21703,18757,105888
2021-01-08,6.288828198999999,184.41780410000004,0.515223408,2606.0,24377.000000000004,201255.0,46789.0,245.0,1445.0,1230,281,2747135.0,19814,19401,123772
2021-01-09,6.275763761,180.7226537,0.514037169,2600.0,24240.000000000004,202134.0,46957.0,143.0,944.0,885,171,2767312.0,20177,10921,121292
2021-01-10,6.278951065,180.3576086,0.517991301,2620.0,24526.000000000004,202398.0,47108.0,118.0,729.0,286,151,2783256.0,15944,2573,121047
2021-01-11,6.332201749,177.7605735,0.527085805,2666.0,24812.000000000004,203041.0,47418.0,207.99999999999997,1289.0,687,310,2786837.0,3581,26074,119304
2021-01-12,6.26266211,175.115859,0.529458284,2678.0,24703.0,204359.0,47773.0,258.0,1660.0,1362,362,2806590.0,19753,20324,117529
2021-01-13,6.278965345999999,175.6462919,0.534005536,2701.0,24735.000000000004,205641.0,48002.0,207.99999999999997,1588.0,1290,232,2830442.0,23852,19835,117885
2021-01-14,6.345917631,177.4327779,0.536971135,2716.0,24983.000000000004,206771.0,48284.0,205.99999999999997,1691.0,1143,283,2851670.0,21228,19956,119084
2021-01-15,6.412930524,179.6677479,0.539739027,2730.0,25009.000000000004,208040.0,48564.0,249.0,1634.0,1303,288,2872941.0,21271,20901,120584
2021-01-16,6.416388669999999,181.0057499,0.539936734,2731.0,24985.000000000004,209025.0,48757.0,188.0,1199.0,1007,196,2894347.0,21406,11819,121482
2021-01-17,6.424741084,181.4050645,0.546856465,2766.0,25235.0,209312.0,48898.0,136.0,698.0,291,141,2910989.0,16642,2841,121750
2021-01-18,6.640232797000001,185.9450336,0.554171609,2803.0,25584.0,210169.0,49301.0,254.0,1666.0,882,404,2914725.0,3736,29121,124797
2021-01-19,6.77541453,189.5001259,0.559311981,2829.0,25532.000000000004,211785.0,49670.0,315.0,1995.0,1622,372,2938333.0,23608,22710,127183
2021-01-20,6.832411439,191.9764726,0.561882167,2842.0,25650.0,213211.0,49980.0,292.0,1911.0,1461,316,2965117.0,26784,21497,128845
2021-01-21,6.856999321,194.8282943,0.566627125,2866.0,25699.000000000004,214507.0,50326.0,253.0,1759.0,1327,358,2987965.0,22848,21870,130759
2021-01-22,6.837179175000001,197.6920359,0.573744563,2902.0,25872.0,215791.0,50644.99999999999,270.0,1861.0,1308,323,3011257.0,23292,22823,132681
2021-01-23,6.861723998,199.171586,0.570581257,2886.0,25864.000000000004,216694.0,50874.99999999999,172.0,1174.0,927,231,3035181.0,23924,12812,133674
2021-01-24,6.865848995,199.0434477,0.584223013,2955.0,26357.0,216934.0,51047.0,175.0,918.0,246,172,3053617.0,18436,2755,133588
2021-01-25,6.84154631,200.1296432,0.599248715,3031.0,26888.000000000004,217677.0,51492.00000000001,299.0,1773.0,769,449,3057857.0,4240,29849,134317
2021-01-26,6.750973322,199.37869319999996,0.607156979,3071.0,27005.0,219121.0,51842.0,343.0,2005.9999999999998,1485,352,3079943.0,22086,22206,133813
2021-01-27,6.662266561,198.8288906,0.612297351,3097.0,27131.0,220539.0,52192.0,318.0,1933.0,1441,351,3106859.0,26916,21128,133444
2021-01-28,6.534848395,199.6036802,0.613088177,3101.0,27128.0,221872.0,52536.0,272.0,1726.0,1362,348,3130629.0,23770,22390,133964
2021-01-29,6.433283702,199.95680550000003,0.616844603,3120.0,27270.000000000004,223143.0,52890.99999999999,271.0,1823.0,1304,356,3153487.0,22858,23060,134201
2021-01-30,6.383950836,200.06855399999998,0.61348359,3103.0,27242.0,224089.0,53133.0,192.0,1176.0,942,242,3177879.0,24391,12887,134276
2021-01-31,6.398942459,200.64964620000003,0.622380388,3148.0,27573.000000000004,224375.0,53328.0,148.0,816.0,298,195,3197114.0,19235,3145,134666
2021-02-01,6.420539785,200.9297624,0.63621985,3218.0,27874.000000000004,225288.0,53783.00000000001,318.0,1750.0,939,456,3201461.0,4347,30038,134854
2021-02-02,6.37780852,201.7492514,0.646500593,3270.0,28029.0,226865.0,54187.0,369.0,2188.9999999999995,1601,404,3224798.0,23337,22756,135404
2021-02-03,6.328476598000001,201.13835959999997,0.645907473,3267.0,27953.000000000004,228441.0,54544.0,275.0,1882.0,1591,358,3251160.0,26362,20718,134994
2021-02-04,6.250632954,198.6396632,0.640569395,3240.0,27766.0,229944.0,54901.0,275.0,1752.0,1537,359,3274608.0,23448,20713,133317
2021-02-05,6.137363252,196.26761500000003,0.639580862,3235.0,27572.0,231518.0,55194.00000000001,255.0,1719.0,1590,296,3296747.0,22139,21468,131725
2021-02-06,6.071087615,195.0950008,0.63562673,3215.0,27327.000000000004,232662.0,55385.0,168.0,1126.0,1147,191,3317333.0,20586,12100,130938
2021-02-07,6.047738568,194.2993514,0.64491894,3262.0,27652.000000000004,232946.0,55555.99999999999,160.0,790.0,291,171,3337048.0,19715,2611,130404
2021-02-08,5.92736833,187.81346849999997,0.6629102409999998,3353.0,27995.000000000004,233962.0,56014.0,356.0,1893.0,1043,460,3341365.0,4317,25685,126050
2021-02-09,5.808535386,183.4165375,0.658758403,3332.0,27634.0,235686.0,56450.0,334.0,1931.0,1764,439,3360235.0,18870,19805,123100
2021-02-10,5.699872061999999,179.7601266,0.654211151,3309.0,27417.000000000004,237082.0,56745.99999999999,282.0,1525.0,1430,297,3385622.0,25387,18264,120646
2021-02-11,5.564245609,174.9594111,0.65776987,3327.0,26963.0,238722.0,57106.0,269.0,1618.0,1673,371,3406685.0,21063,17491,117424
2021-02-12,5.458116525,170.5922797,0.652036378,3298.0,26424.000000000004,240259.0,57423.0,264.0,1404.9999999999998,1561,320,3427386.0,20701,18537,114493
2021-02-13,5.392840717,168.5882566,0.651245552,3294.0,26196.000000000004,241323.0,57622.00000000001,191.0,1085.0,1089,199,3448617.0,21231,10755,113148
2021-02-14,5.39319704,168.556967,0.652234085,3299.0,26401.0,241597.0,57788.99999999999,113.0,651.0,280,166,3465163.0,16546,2590,113127
2021-02-15,5.412308716000001,167.4901414,0.6664689599999999,3370.9999999999995,26478.0,242497.0,58201.00000000001,306.0,1431.0,934,413,3469539.0,4376,24969,112411
2021-02-16,5.458585301000001,167.3918027,0.659944642,3338.0,26195.0,244206.99999999997,58552.0,323.0,1857.0,1740,352,3489129.0,19590,19739,112345
2021-02-17,5.543865565,169.5075743,0.660340055,3339.9999999999995,25929.0,245706.0,58862.0,311.0,1559.0,1525,311,3514147.0,25018,19684,113765
2021-02-18,5.675026559,173.9909241,0.669039146,3384.0,25717.000000000004,247096.0,59133.0,262.0,1490.0,1411,272,3536648.0,22501,20500,116774
2021-02-19,5.8391836779999995,179.5470595,0.668248319,3379.9999999999995,25506.000000000004,248457.0,59458.0,309.0,1543.0,1422,328,3560764.0,24116,22266,120503
2021-02-20,5.913657639,182.191774,0.6660735469999999,3369.0,25269.000000000004,249519.99999999997,59641.00000000001,194.99999999999997,1029.0,1076,183,3583135.0,22371,12530,122278
2021-02-21,5.934569293,182.8488552,0.670620799,3392.0000000000005,25464.000000000004,249726.99999999997,59800.0,141.0,593.0,217,160,3605180.9999999995,22046,3031,122719
2021-02-22,6.21813526,189.08293150000003,0.673586398,3407.0,25831.000000000004,250532.0,60133.0,274.0,1529.0,823,333,3609827.0,4646,29153,126903
2021-02-23,6.39771009,192.72146260000002,0.679122183,3435.0000000000005,25660.000000000004,252083.00000000003,60443.0,345.0,1780.0,1575,314,3629891.0000000005,20064,22181,129344
2021-02-24,6.490654746,194.7537953,0.679319889,3435.9999999999995,25614.000000000004,253450.0,60720.0,319.0,1636.0,1396,278,3661410.0000000005,31519,21048,130709
2021-02-25,6.560719172,195.5360348,0.6781336500000001,3430.0,25317.000000000004,254868.00000000003,60981.0,301.0,1454.0,1444,261,3686813.0,25403,21025,131234
2021-02-26,6.567636231000001,194.55264799999998,0.681099249,3444.9999999999995,25130.000000000004,256326.00000000003,61265.0,303.0,1634.0,1488,286,3712020.0,25207,21606,130574
2021-02-27,6.591842078,194.6807863,0.6826809020000001,3453.0,24989.0,257258.0,61450.0,207.99999999999997,1007.0,938,186,3736016.0,23996,12616,130660
2021-02-28,6.5872220729999995,194.555628,0.690391459,3492.0,25280.000000000004,257554.99999999997,61572.0,164.0,728.0,297,122,3755968.0,19952,2947,130576
2021-03-01,6.571716093000001,191.9764726,0.700672202,3543.9999999999995,25430.0,258383.99999999997,61947.0,347.0,1393.0,857,379,3760671.0,4703,27422,128845
2021-03-02,6.54666203,190.4417932,0.70897588,3586.0,25263.0,259893.0,62247.0,366.0,1705.0,1541,301,3783527.9999999995,22857,21151,127815
2021-03-03,6.540652091,189.55525510000004,0.7190589170000001,3636.9999999999995,25111.0,261288.99999999997,62568.99999999999,322.0,1622.0,1412,326,3810316.0,26788,20453,127220
2021-03-04,6.496016966,188.7655657,0.71826809,3633.0000000000005,24891.000000000004,262690.0,62862.0,293.0,1538.0,1424,295,3835594.9999999995,25279,20495,126690
2021-03-05,6.478640728,189.22149960000002,0.727560301,3679.9999999999995,24765.000000000004,263919.0,63099.99999999999,324.0,1397.0,1254,239,3859102.0,23507,21912,126996
2021-03-06,6.501786409000001,190.83216799999997,0.72933966,3689.0000000000005,24625.000000000004,264909.0,63270.0,233.0,1097.0,998,173,3882408.0,23305,13697,128077
2021-03-07,6.50883881,191.12867399999996,0.740015817,3743.0,24818.000000000004,265295.0,63400.00000000001,187.0,720.0,389,130,3904233.0,21825,3146,128276
2021-03-08,6.582680574,193.9670859,0.760972716,3849.0,25195.0,266096.0,63758.99999999999,381.0,1584.0,840,359,3909560.0,5327,29327,130181
2021-03-09,6.605654322,197.6771361,0.774614472,3918.0000000000005,25201.000000000004,267539.0,64057.0,421.0,1810.0,1471,299,3932862.0000000005,23302,23641,132671
